Mã số thuế SOE1,Mã số thuế SOE2,Doanh thu,Ngành nghề kinh doanh chính,Địa chỉ,Thành Phố,Tên SOE2,Tên SOE1
0102721191,0104571417,0,Hoạt động dịch vụ phục vụ cá nhân khác còn lại chưa được phân vào đâu,"P903 - I7, Tòa nhà Viglacera - Phường Mễ Trì - Quận Nam Từ Liêm - Hà Nội",Hà Nội,Công Ty Cổ Phần Tân Phong - Lại Yên,CÔNG TY CP THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG
0102721191,0107450594,,Sản xuất các loại bánh từ bột,C�m c�ng nghi�p Tr��ng An - Xã An Khánh - Huyện Hoài Đức - Hà Nội,Hà Nội,C�ng Ty TNHH D�ch V� �� �n Nh�t B�n T�i Vi�t Nam,CÔNG TY CP THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG
0102721191,0107647840,0,"Đại lý, môi giới, đấu giá","Số 60, phố Giang Văn Minh - Phường Đội Cấn - Quận Ba Đình - Hà Nội",Hà Nội,Công Ty TNHH Golden Gate Franchise,CÔNG TY CP THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG
0102721191,0314212735,0,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,"31A-31-31B Trường Sơn, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty Cổ Phần Golden Gate Red Hots,CÔNG TY CP THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG
0102721191,2500233937,1043131800,Sản xuất sản phẩm từ chất khoáng phi kim loại khác chưa được phân vào đâu,"Lô 38, Khu công nghiệp Quang Minh - Huyện Mê Linh - Hà Nội",Hà Nội,Công ty TNHH đầu tư Tây Hồ - Vĩnh phúc,CÔNG TY CP THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG
0102721191,2901721473,48062187477,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,"Số 45, đường Quang Trung, Phường Quang Trung, Thành phố Vinh, Tỉnh Nghệ An",Nghệ An,Công Ty TNHH Cổng Vàng Vinh,CÔNG TY CP THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG
0100104066,2802417232,3778945800,,Thôn Tam Phong - Xã Châu Lộc - Huyện Hậu Lộc - Thanh Hoá,Thanh Hoá,CôNG TY TNHH SX - TM TổNG HợP ĐạI LộC,CÔNG TY CP VẬT TƯ NÔNG SẢN
0105850244,0106250673,2537216940765,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",Số 72A đường Nguyễn Trãi - Phường Thượng Đình - Quận Thanh Xuân - Hà Nội,Hà Nội,Công Ty TNHH Vincom Retail Miền Bắc,CÔNG TY CP VINCOM RETAIL
0105850244,0317162962,,Chi tiết: Kinh doanh bất động sản (Điều 3 Luật Kinh Doanh Bất Động Sản 2014) ,Tầng 20A  Tòa Nhà Vincom Center Đồng Khởi  72 Lê Thánh Tôn  Phường Bến Nghé,Thành phố Hồ Chí Minh,CÔNG TY CỔ PHẦN VINCOM RETAIL LANDMARK 81,CÔNG TY CP VINCOM RETAIL
0101311315,0108823337,48241657209,,,,,CÔNG TY CP XÂY DỰNG PHỤC HƯNG HOLDINGS
0101311315,2700893320,0,,,,,CÔNG TY CP XÂY DỰNG PHỤC HƯNG HOLDINGS
0101311315,2902130579,," 14.  Kinh doanh bât động sản, quyên sử dụng đât thuộc chủ sở hữu, chủ sử dụng hoặc ổi thuê 6810(Chính)","Sô 23, đường Xô Việt Nghệ Tĩnh, Xã Nghi Phú, Thành phô Vinh, Tỉnh Nghệ An, Việt Nam",Tỉnh Nghệ An,CÔNG TY TNHH ĐẦU TƯ ĐỊA ÔC AN THỊNH PHÁT,CÔNG TY CP XÂY DỰNG PHỤC HƯNG HOLDINGS
0101311315,4601568669,0,,"Xóm Cạn, Xã Ký Phú, Huyện Đại Từ, Tỉnh Thái Nguyên",Thái Nguyên,Công Ty TNHH Đầu Tư Đô Thị Vạn Phú,CÔNG TY CP XÂY DỰNG PHỤC HƯNG HOLDINGS
0100107437,2601078389,," 36.  Kinh doanh bât động sản, quyên sử dụng đât thuộc chủ sở hữu, chủ sử dụng hoặc ổi thuê Chi tiêt: Kinh doanh bât động sản 6810(Chính) 2/5 Thời gian đăng từ ngày 26/04/2022 đến ngày 26/05/2022","Sô nhà 33, Thị Trân Hưng Hoá, Huyện Tam Nông, Tỉnh Phú Thọ, Việt Nam",Tỉnh Phú Thọ,CÔNG TY TNHH KHU ĐÔ THỊ TRĂNG THỊ - QUANG HÚC,Công Ty Cổ Phần Thương Mại Dịch Vụ Tràng Thi
0100107437,2902137616,,Dịch vụ lưu trú ngắn ngày,Khu vực Văn phòng  Tầng 26  Tòa nhà Victoria Vinh  Số 1  Đường Quang Trung  Phường Quang Trung,Tỉnh Nghệ An,CÔNG TY TNHH MỘT THÀNH VIÊN TRÀNG THI - NGHỆ AN,Công Ty Cổ Phần Thương Mại Dịch Vụ Tràng Thi
0100683952,0101510896,0,,,,,CÔNG TY TNHH BẢO TÍN MINH CHÂU
0100112500,0103921588,,,,,,Công Ty Tnhh Kiểm Toán Deloitte Việt Nam
0100112500,0106174535,,Cung ứng và quản lý nguồn lao động,"Tầng 12A, tòa nhà Vinaconex, số 34 Láng Hạ - Phường Láng Hạ - Quận Đống đa - Hà Nội",Hà Nội,Công Ty TNHH Phát Triển Nguồn Nhân Lực Deloitte Việt Nam,Công Ty Tnhh Kiểm Toán Deloitte Việt Nam
0100112500,0109518128,,"Hoạt động liên quan đến kế toán, kiểm toán và tư vấn về thuế","Tầng 15, tòa nhà Vinaconex, số 34 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội",Hà Nội,Công Ty TNHH Dịch Vụ Kế Toán Và Giải Pháp Doanh Nghiệp Deloitte Việt Nam,Công Ty Tnhh Kiểm Toán Deloitte Việt Nam
0100520429,0311841502,0,"Sản xuất món ăn, thức ăn chế biến sẵn",202 Lý Chính Thắng - Phường 09 - Quận 3 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Ootoya Mesa,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI MESA
0100520429,0314891075,0,Lập trình máy vi tính,"202 Lý Chính Thắng, Phường 09, Quận 3, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Mesa Mtel,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI MESA
0100520429,0314931715,4777123765,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,"202 Lý Chính Thắng, Phường 09, Quận 3, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Nhà Hàng Sheng Kee Mesa,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI MESA
0100520429,0314936992,3500109274,,,,,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI MESA
0100520429,0315015835,6034174723,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,"202 Lý Chính Thắng, Phường 09, Quận 3, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Nhà Hàng Universal Dining Mesa,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI MESA
0100520429,0315113631,5106562139,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,"202 Lý Chính Thắng, Phường 09, Quận 3, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Nhà Hàng Peach Garden Mesa,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI MESA
0102075540,3001791938,36529280000,Chăn nuôi lợn,Khối 1 - Xã ân Phú - Huyện Vũ Quang - Hà Tĩnh,Hà Tĩnh,Công Ty TNHH Phú Sơn Tc,CÔNG TY TNHH DINH DƯỠNG QUỐC TẾ VIỆT ĐỨC
0102075540,3002181438,0,,,,,CÔNG TY TNHH DINH DƯỠNG QUỐC TẾ VIỆT ĐỨC
0102075540,3600953803,23542523000,Bán buôn ô tô và xe có động cơ khác,xóm 10 - Xã Nam Hưng - Huyện Nam Đàn - Nghệ An,Nghệ An,Công Ty TNHH Đại Thành Lộc,CÔNG TY TNHH DINH DƯỠNG QUỐC TẾ VIỆT ĐỨC
0100276146,0102064683,45177834057,,,,,CÔNG TY TNHH HÒA BÌNH
0100276146,0103621915,1888300000,Hoạt động dịch vụ hỗ trợ kinh doanh khác chưa được phân vào đâu,"Số 202H phố Đội Cấn, Phường Đội Cấn - Phường Đội Cấn - Quận Ba Đình - Hà Nội",Hà Nội,Công ty TNHH một thành viên dịch vụ bảo vệ thương binh Hoà Bình,CÔNG TY TNHH HÒA BÌNH
0100276146,3601640426,,,,,,CÔNG TY TNHH HÒA BÌNH
0100598873,0400431385,,Sản xuất sản phẩm khác bằng kim loại chưa được phân vào đâu,Khu Công Nghiệp Hoà Khánh - Phường Hoà Khánh Bắc - Quận Liên Chiểu - Đà Nẵng,Đà Nẵng,Công Ty TNHH Sản Xuất Và Thương Mại Chánh Nguyên,CÔNG TY TNHH ỐNG THÉP HÒA PHÁT
0100598873,0401590324,3680811517455,"Sản xuất sắt, thép, gang","Đường số 7, KCN Hòa Khánh - Quận Liên Chiểu - Đà Nẵng",Đà Nẵng,Công Ty TNHH ống Thép Hòa Phát Đà Nẵng,CÔNG TY TNHH ỐNG THÉP HÒA PHÁT
0100598873,0900233014,5963714020167,"Sản xuất sắt, thép, gang","Khu D, khu công nghiệp Phố nối A - Xã Giai Phạm - Huyện Yên Mỹ - Hưng Yên",Hưng Yên,Công Ty TNHH Thép Cán Nguội Hoà Phát,CÔNG TY TNHH ỐNG THÉP HÒA PHÁT
0100598873,1101797369,2350653803580,"Sản xuất sắt, thép, gang","192 Nguyễn Văn Tuôi, Khu Phố 6 - Thị trấn Bến Lức - Huyện Bến Lức - Long An",Long An,Công Ty TNHH MTV ống Thép Hòa Phát Long An,CÔNG TY TNHH ỐNG THÉP HÒA PHÁT
0100598873,3700906187,8830564054882,Sản xuất sản phẩm khác bằng kim loại chưa được phân vào đâu,"Lô M, Đường 26, Khu công nghiệp Sóng Thần 2 - PhườngTân Đông Hiệp - TX Dĩ An - Bình Dương",Bình Dương,Công Ty TNHH Một Thành Viên ống Thép Hòa Phát Bình Dương.,CÔNG TY TNHH ỐNG THÉP HÒA PHÁT
0100274124,2300273548,16250049199,"Sản xuất thuốc, hoá dược và dược liệu",Khu công nghiệp Quế Võ - Xã Phương Liễu - Huyện Quế Võ - Bắc Ninh,Bắc Ninh,Công Ty TNHH Đầu Tư Phát Triển Công Nghệ Dược Phẩm Đông á,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM ĐÔNG Á
0105690657,0200519868,2520000000,Vận tải hàng hóa bằng đường bộ,Khu đô thị mới - Phường Sở Dầu - Quận Hồng Bàng - Hải Phòng,Hải Phòng,Công Ty Trách Nhiệm Hữu Hạn Long Hải Thành,CÔNG TY TNHH THƯƠNG MẠI VHC (SIÊU THỊ ĐIỆN MÁY HC)
0101325854,0900722287,0,"Đại lý, môi giới, đấu giá",Thôn Bình Phú - Xã Yên Phú - Huyện Yên Mỹ - Hưng Yên,Hưng Yên,Công Ty TNHH Điện Máy Việt Hàn,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU VIỆT HÀN
0100736347,0100736347-003,1341813937084,"Sản xuất dây cáp, sợi cáp quang học",Cụm công nghiệp Liên Phương - Xã Liên Phương - Huyện Thường Tín - Hà Nội,Hà Nội,Công Ty TNHH Một Thành Viên Sino Việt Nam,CÔNG TY TNHH XUÂN LỘC THỌ
0101057919,1800805372,111246160075,Hoạt động công ty nắm giữ tài sản,"Số 478 Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Thành phố Hà Nội",Hà Nội,Công Ty TNHH Mtv Quản Lý Nợ Và Khai Thác Tài Sản Ngân Hàng Tmcp Phương Tây Chi Nhánh Hà Nội,NGÂN HÀNG TMCP ĐẠI CHÚNG VIỆT NAM
0100514947,1000401934,19871473618,Bán lẻ hàng hóa khác trong các cửa hàng chuyên doanh,"Số 335, phố Lý Bôn, Phường Đề Thám - Thành phố Thái Bình - Thái Bình",Thái Bình,Công ty TNHH một thành viên xuất nhập khẩu tổng hợp Thái Bình,TẬP ĐOÀN GELEXIMCO - CTCP
0100514947,5400517017,0,,,,,TẬP ĐOÀN GELEXIMCO - CTCP
0100108984,2802202903,0,Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,Thôn Phú Quý - Xã Hoàng Sơn - Huyện Nông Cống - Thanh Hoá,Thanh Hoá,Công Ty Trách Nhiệm Hữu Hạn Bt Thọ Xuân Nghi Sơn,TỔNG CÔNG TY 319
0100108984,5801233598,1324252887949,Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,Tổ 1 - Thị trấn Di Linh - Huyện Di Linh - Lâm Đồng,Lâm Đồng,Công Ty TNHH Bot Và Bt Quốc Lộ 20,TỔNG CÔNG TY 319
0105454762,0106534724,111582297724,Xây dựng công trình đường sắt và đường bộ,"Km42+730, tiểu khu 4 - Thị trấn Lương Sơn - Huyện Lương Sơn - Hòa Bình",Hòa Bình,Công Ty TNHH Bot Quốc Lộ 6 - Hòa Lạc - Hòa Bình,TỔNG CÔNG TY 36
0102595740,0304680974,3331368495977,,,,,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM
0101376672,0200125285,253620944011,Sản xuất thuỷ tinh và sản phẩm từ thuỷ tinh,17A Ngô quyền - Quận Ngô Quyền - Hải Phòng,Hải Phòng,Công ty trách nhiệm hữu hạn thuỷ tinh SANMIGUEL YAMAMURA HP,TỔNG CÔNG TY CP BIA - RƯỢU - NƯỚC GIẢI KHÁT HÀ NỘI
0100105616,0100113494,1572072876382,,,,,TỔNG CÔNG TY CP XUẤT NHẬP KHẨU VÀ XÂY DỰNG VIỆT NAM
0100105616,0104315477,,,,,,TỔNG CÔNG TY CP XUẤT NHẬP KHẨU VÀ XÂY DỰNG VIỆT NAM
0100105616,0107926315,1291174821619,Xây dựng công trình kỹ thuật dân dụng khác,"Tòa nhà Vinaconex, số 34 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội",Hà Nội,Công Ty TNHH Một Thành Viên Vinaconex Xây Dựng,TỔNG CÔNG TY CP XUẤT NHẬP KHẨU VÀ XÂY DỰNG VIỆT NAM
0100105616,3101086048,0,,,,,TỔNG CÔNG TY CP XUẤT NHẬP KHẨU VÀ XÂY DỰNG VIỆT NAM
0100105616,3603824115,0," 1.  Sản xuât bê tông và các sản phâm từ bê tông, xI măng và thạch cao Chi tiết: Sản xuất bê tông nhựa 2395(Chính)",1A  46 đường Song Hành,Tỉnh Đồng Nai,Công Ty TNHH Bê Tông Nhựa Vinaconex - Tấn Lộc,TỔNG CÔNG TY CP XUẤT NHẬP KHẨU VÀ XÂY DỰNG VIỆT NAM
0100101403,2300523477,105217476237,May trang phục (trừ trang phục từ da lông thú),"Km22+200, Tỉnh Lộ 282, Thôn Khoái Khê - Xã Nhân Thắng - Huyện Gia Bình - Bắc Ninh",Bắc Ninh,Công Ty TNHH May Và Thương Mại Việt Thành,TỔNG CÔNG TY ĐỨC GIANG - CTCP
0100150873,0109467561,90134337415,"Hoạt động chuyên môn, khoa học và công nghệ khác chưa được phân vào đâu","tầng 16, tòa nhà IDMC, số 15, đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội",Hà Nội,Công Ty TNHH Pvchem - Tech,TỔNG CÔNG TY HÓA CHẤT VÀ DỊCH VỤ DẦU KHÍ - CTCP
0100106440,5701859776,77837844027,Hoạt động xây dựng chuyên dụng khác,"Khu đô thị mới Cột 5, Cột 8, Phường Hồng Hải, Thành phố Hạ Long, Tỉnh Quảng Ninh",Quảng Ninh,Công Ty TNHH Một Thành Viên Đầu Tư Và Xây Dựng Licogi 2,TỔNG CÔNG TY LICOGI- CTCP
0100101308,0102594320,,,,,,TỔNG CÔNG TY MAY 10 - CTCP
0100101308,0109484006,8215864700,"Bán buôn vải, hàng may sẵn, giày dép","765A Nguyễn Văn Linh, Phường Sài Đồng, Quận Long Biên, Thành phố Hà Nội",Hà Nội,Công Ty TNHH Thương Mại Dịch Vụ Và Thời Trang May 10,TỔNG CÔNG TY MAY 10 - CTCP
0100103866,0300626775,,,,,,TỔNG CÔNG TY MÁY ĐỘNG LỰC VÀ MÁY NÔNG NGHIỆP VIỆT NAM - CTCP
0100103866,2500150335,,Sản xuất xe có động cơ,- Phường Phúc Thắng - Thị xã Phúc Yên - Vĩnh Phúc,Vĩnh Phúc,Công ty ô tô TOYOTA Việt Nam,TỔNG CÔNG TY MÁY ĐỘNG LỰC VÀ MÁY NÔNG NGHIỆP VIỆT NAM - CTCP
0100103866,2500150543,,,,,,TỔNG CÔNG TY MÁY ĐỘNG LỰC VÀ MÁY NÔNG NGHIỆP VIỆT NAM - CTCP
0100103866,3601330939,348760176356,,,,,TỔNG CÔNG TY MÁY ĐỘNG LỰC VÀ MÁY NÔNG NGHIỆP VIỆT NAM - CTCP
0100101273,0100145961,21781138935,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",Số 6 phố Nhà Thờ - Quận Hoàn Kiếm - Hà Nội,Hà Nội,Công Ty TNHH Cao ốc á Châu,TỔNG CÔNG TY THƯƠNG MẠI HÀ NỘI - CTCP
0100101273,0109903289,, Uỷ thác mua bán hàng hóa. 8299(Chính),"Tâng 6 Tòa nhà 38-40 phô Lê Thái Tô, Phường Hàng Trông, Quận Hoàn Kiêm, Thành phô Hà Nội, Việt Nam",Thành phô Hà Nội,CÔNG TY TNHH MỘT THÀNH VIÊN XUẤT NHẬP KHẨU HAPRO,TỔNG CÔNG TY THƯƠNG MẠI HÀ NỘI - CTCP
0101148154,0100112596,42065881396,,,,,TỔNG CÔNG TY VẬN TẢI HÀ NỘI
0101148154,0100113208,55785122728,Chi tiết: Kinh doanh dịch vụ khách sạn tiêu chuẩn quốc tế 5 sao 5510,Số 84 Trần Nhân Tông  Phường Nguyễn Du,Thành phố Hà Nội,CÔNG TY TNHH KCC HANOI PLAZA,TỔNG CÔNG TY VẬN TẢI HÀ NỘI
0107652657,3200685620,58040948408,,,,,CTCP Hạ tầng GELEX
0100106338,0100113141,104348569881,,,,,TỔNG CÔNG TY XÂY DỰNG HÀ NỘI
0100104595,0101995707,16012808612,,,,,TỔNG CÔNG TY HÀNG HẢI VIỆT NAM - CTCP
0100104595,0200906190,0,Đóng tàu và cấu kiện nổi,Thôn Trung - Xã Phục lễ - Huyện Thuỷ Nguyên - Hải Phòng,Hải Phòng,Công ty trách nhiệm hữu hạn sửa chữa tàu biển VINALINES - Đông Đô,TỔNG CÔNG TY HÀNG HẢI VIỆT NAM - CTCP
0100684378,0100113938,26568143498,,,,,TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM
0100684378,0106869738,41500032044894,"Bán buôn thiết bị và linh kiện điện tử, viễn thông","Tòa nhà VNPT, số 57 phố Huỳnh Thúc Kháng - Phường Láng Hạ - Quận Đống đa - Hà Nội",Hà Nội,Tổng Công Ty Dịch Vụ Viễn Thông (Loại Hình: Công Ty TNHH),TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM
0100684378,0106873188,4245710173519,Hoạt động viễn thông không dây,"Tòa nhà VNPT, số 97 Đường Nguyễn Chí Thanh - Phường Láng Hạ - Quận Đống đa - Hà Nội",Hà Nội,Tổng Công Ty Truyền Thông (Loại Hình: Công Ty TNHH),TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM
0100684378,3700226664,182738822885,"Sản xuất dây cáp, sợi cáp quang học","Quốc lộ 1A, khu phố Quyết Thắng - Phường Bình Thắng - TX Dĩ An - Bình Dương",Bình Dương,Công Ty TNHH Một Thành Viên Cáp Quang,TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM
0100684378,3701897496,92549247428,Nghiên cứu và phát triển thực nghiệm khoa học tự nhiên và kỹ thuật,"Km 27, Quốc lộ 1A, khu phố Quyết Thắng - Phường Bình Thắng - TX Dĩ An - Bình Dương",Bình Dương,Công Ty TNHH Sản Xuất Thiết Bị Viễn Thông,TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM
0800902222,0800854392,1288492151899,Vận tải hành khách đường bộ khác,Thôn Ngọc Mai - Xã Hưng Thịnh - Huyện Bình Giang - Hải Dương,Hải Dương,Công Ty TNHH Một Thành Viên Thuận Phát Hải Dương,CÔNG TY CP ỐNG THÉP THUẬN PHÁT
0800902222,3502453390,0," 1.  Sản xuât săt, thép, gang 2410(Chính)",Khu công nghiệp Châu Đức,Tỉnh Bà Rịa - Vũng Tàu,Công Ty TNHH Ống Thép Sài Gòn,CÔNG TY CP ỐNG THÉP THUẬN PHÁT
0200167782,0201633845,,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",Số 2 đường An Đà - Phường Lạch Tray - Quận Ngô Quyền - Hải Phòng,Hải Phòng,Công Ty Trách Nhiệm Hữu Hạn Bất Động Sản Tiền Phong,CÔNG TY CP NHỰA THIẾU NIÊN TIỀN PHONG
0200575580,0200270081,1446779696090,"Sản xuất mỹ phẩm, xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh","Số 94, đường 208 - Xã An Đồng - Huyện An Dương - Hải Phòng",Hải Phòng,Công Ty TNHH Vico,CÔNG TY CP SƠN HẢI PHÒNG
0200373471,0200783862,0,"Sản xuất sắt, thép, gang",Km 9 Vật cách - Phường Quán toan - Quận Hồng Bàng - Hải Phòng,Hải Phòng,Công ty trách nhiệm hữu hạn một thành viên phôi thép úc,CÔNG TY SẢN XUẤT THÉP ÚC SSE
0200157840,0108605219,0,,,,,TỔNG CÔNG TY XÂY DỰNG BẠCH ĐẰNG
0200157840,0108763279,0,,,,,TỔNG CÔNG TY XÂY DỰNG BẠCH ĐẰNG
0101395308,0901061255,0,,,,,CÔNG TY CP TẬP ĐOÀN ECOPARK
0900264799,0901003006,554909471605,,,,,CÔNG TY CP THUẬN ĐỨC
0900237146,0900232998,,Sản xuất sản phẩm từ plastic,Thôn Ngọc - Xã Lạc Đạo - Huyện Văn Lâm - Hưng Yên,Hưng Yên,Công Ty TNHH Long Thành Hưng Yên,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI MINH NGỌC
0900189171,0900888772,162640481236,"Sản xuất sơn, véc ni và các chất sơn, quét tương tự; sản xuất mực in và ma tít",Thôn Phan Bôi - Xã Dị Sử - Huyện Mỹ Hào - Hưng Yên,Hưng Yên,Công Ty TNHH Vật Liệu Mới Thời Đại,CÔNG TY TNHH XE ĐIỆN XE MÁY DETECH
4200338918,4201675948,12860230070,Điều hành tua du lịch,89 Thống Nhất - Phường Vạn Thắng - Thành phố Nha Trang - Khánh Hòa,Khánh Hòa,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Du Lịch Sanest Tourist,CÔNG TY TNHH NHÀ NƯỚC MTV YẾN SÀO KHÁNH HÒA
4200338918,4201680056,20383551995,,55 Ngô Gia Tự - Phường Tân Lập - Thành phố Nha Trang - Khánh Hòa,Khánh Hòa,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Thiết Kế Xây Dựng Sanatech Land,CÔNG TY TNHH NHÀ NƯỚC MTV YẾN SÀO KHÁNH HÒA
4200338918,4201766754,12705940337,"Trồng trọt, chăn nuôi hỗn hợp","Quốc lộ 1A, Thôn Mỹ Thanh, Xã Cam Thịnh Đông, Thành Phố Cam Ranh, Tỉnh Khánh Hòa",Khánh Hòa,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Nông Trường Dừa Cam Thịnh,CÔNG TY TNHH NHÀ NƯỚC MTV YẾN SÀO KHÁNH HÒA
4200338918,4201766761,54204338343,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,"Quốc lộ 1A, thôn Mỹ Thanh, Xã Cam Thịnh Đông, Thành Phố Cam Ranh, Tỉnh Khánh Hòa",Khánh Hòa,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Dịch Vụ Tuyến Bắc Nam,CÔNG TY TNHH NHÀ NƯỚC MTV YẾN SÀO KHÁNH HÒA
4200338918,4201766779,7500194122,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,"46 Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Tỉnh Khánh Hòa",Khánh Hòa,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Nhà Hàng Yến Sào Khánh Hòa,CÔNG TY TNHH NHÀ NƯỚC MTV YẾN SÀO KHÁNH HÒA
4200338918,4201766786,18804943153,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,"04 Phạm Văn Đồng, Phường Vĩnh Thọ, Thành phố Nha Trang, Tỉnh Khánh Hòa",Khánh Hòa,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Quảng Bá Sản Phẩm Và Nhà Hàng Yến Sào Khánh Hòa,CÔNG TY TNHH NHÀ NƯỚC MTV YẾN SÀO KHÁNH HÒA
4200338918,4201766793,41696497367,Nuôi trồng thuỷ sản biển,"10 Yersin, Phường Vạn Thạnh, Thành phố Nha Trang, Tỉnh Khánh Hòa",Khánh Hòa,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Nuôi Trồng Thủy Sản Fishsan,CÔNG TY TNHH NHÀ NƯỚC MTV YẾN SÀO KHÁNH HÒA
4200338918,5801357762,4019633593,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,"Số 40 đường Phan Đình Phùng, Phường 1, Thành phố Đà Lạt, Tỉnh Lâm Đồng",Lâm Đồng,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Dịch Vụ Du Lịch Và Nhà Hàng Yến Sào Khánh Hòa Lâm Đồng,CÔNG TY TNHH NHÀ NƯỚC MTV YẾN SÀO KHÁNH HÒA
4200486169,4201348556,13080758885,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",13B Hoàng Hoa Thám - Phường Lộc Thọ - Thành phố Nha Trang - Khánh Hòa,Khánh Hòa,Công Ty TNHH Một Thành Viên Đầu Tư Và Kinh Doanh Bất Động Sản Khatoco,TỔNG CÔNG TY KHÁNH VIỆT
4200486169,4201370569,2778000000,Dịch vụ ăn uống khác,04 Tôn Đản - Phường Lộc Thọ - Thành phố Nha Trang - Khánh Hòa,Khánh Hòa,Công Ty TNHH Bốn Mùa Nha Trang,TỔNG CÔNG TY KHÁNH VIỆT
4200486169,4201457523,1075249453,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,Công viên Phù Đổng đường Trần Phú - Phường Lộc Thọ - Thành phố Nha Trang - Khánh Hòa,Khánh Hòa,Công ty TNHH INVEST PARK Nha Trang,TỔNG CÔNG TY KHÁNH VIỆT
4200486169,4201469800,0,Dịch vụ lưu trú ngắn ngày,40 Trần Phú - Phường Lộc Thọ - Thành phố Nha Trang - Khánh Hòa,Khánh Hòa,Công Ty TNHH Miền Nhiệt Đới Nha Trang,TỔNG CÔNG TY KHÁNH VIỆT
4200486169,4201552287,2379702750,"Sản xuất vali, túi xách và các loại tương tự, sản xuất yên đệm",Lô A14-A15 Cụm Công nghiệp Diên Phú - Xã Diên Phú - Huyện Diên Khánh - Khánh Hòa,Khánh Hòa,Công Ty TNHH Việt Khánh Phú,TỔNG CÔNG TY KHÁNH VIỆT
1700113586,1702186639,1446338159,,,,,CÔNG TY CP TẬP ĐOÀN TƯ VẤN ĐẦU TƯ XÂY DỰNG KIÊN GIANG
