Mã số thuế SOE1,Mã số thuế SOE2,Doanh thu,Ngành nghề kinh doanh chính,Địa chỉ,Thành Phố,Tên SOE2,Tên SOE1
0301175691,0305389020,260679274649,,,,,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0305547132,216820447460,"Bán lẻ hình thức khác (trừ bán lẻ tại cửa hàng, lưu động hoặc tại chợ)",40-54 Tuy Lý Vương - Phường 13 - Quận 8 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH MTV Thương Mại Dịch Vụ Bình Đông,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0305761111,263653033467,"Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp",6 Bà Hom - Phường 13 - Quận 6 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Sài Gòn Co.Op Phú Lâm,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0305772762,358611283245,,,,,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0305773540,225520485804,Bán lẻ thực phẩm trong các cửa hàng chuyên doanh,"Tầng trệt, tầng 1, tầng 2, (Siêu thị Co.op Mart), Khu A, Chu - Phường 15 - Quận 11 - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Sài Gòn Co.Op Đầm Sen,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0305778394,346537119617,Bán lẻ thực phẩm trong các cửa hàng chuyên doanh,571-573 Nguyễn Kiệm - Phường 09 - Quận Phú Nhuận - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Sài Gòn Co.Op Phú Nhuận,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0305778411,0,,,,,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0305781492,217093937527,"Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp",188 Hậu Giang - Phường 06 - Quận 6 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Sài Gòn Co.Op Hậu Giang,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0305781598,400760558446,,,,,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0305784415,691446777069,,,,,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0308123011,402295977374,Xây dựng công trình kỹ thuật dân dụng,48 Hoa Sứ - Phường 07 - Quận Phú Nhuận - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Sài Gòn Co.Op Rạch Miễu,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0309120630,244108524604,,,,,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0309129418,4347123030141,,,,,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0310178586,285322639551,"Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp","357 Quốc lộ 22, ấp Thượng - Xã Tân Thông Hội - Huyện Củ Chi - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Sài Gòn Co.Op Củ Chi,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0310939840,231249624996,Bán lẻ khác trong các cửa hàng kinh doanh tổng hợp,"Lầu 2, Số 506, Đường Nguyễn Đình Chiểu - Phường 04 - Quận 3 - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Đâ�U Tư Và Kinh Doanh Siêu ThiÊ á Châu,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0311261082,257657859133,,,,,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0312263124,1817543889709,,,,,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0312302969,180467453057,Bán lẻ thực phẩm trong các cửa hàng chuyên doanh,Số 68/1 Quốc lộ 13 - Phường Hiệp Bình Chánh - Quận Thủ Đức - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Co.Opmart Bình Triệu,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0313294132,571011636068,Bán lẻ thực phẩm trong các cửa hàng chuyên doanh,"Trung tâm Thương mại - văn hóa - dịch vụ - giải trí, 497 Hòa - Phường 07 - Quận 10 - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Thương Mại Dịch Vụ Saigon Co.Op Toàn Tâm,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0313594753,585263522467,Sản xuất thực phẩm khác chưa được phân vào đâu,"Lô C20a-3, đường số 14, Khu Công nghiệp Hiệp Phước , Xã Hiệp Phước, Huyện Nhà Bè, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Thực Phẩm Quốc Tế Nam Dương,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0314247350,96380468009,Bán lẻ hình thức khác chưa được phân vào đâu,"Số 431A đường Hoàng Văn Thụ, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Marsix,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0314366975,91437041184,Bán lẻ hình thức khác chưa được phân vào đâu,"Số 856 (số cũ 129) đường Âu Cơ, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Marfive,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0314823967,0,Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu,"Số 11, đường Trường Sơn, Phường 15, Quận 10, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Marquis,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0315815574,219282134698,,,,,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0315949585,0,,,,,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,0401281414,262049824966,"Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp",478 Điện Biên Phủ - Phường Thanh Khê Đông - Quận Thanh Khê - Đà Nẵng,Đà Nẵng,Công Ty TNHH Tmdv Siêu Thị Co.Opmart Đà Nẵng,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,2100356677,185715857266,Bán buôn thực phẩm,"Đường Nguyễn Đáng, Khóm 3 - Phường 6 - Thành phố Trà Vinh - Trà Vinh",Trà Vinh,Công Ty Trách Nhiệm Hữu Hạn Thương Mại Dịch Vụ Sài Gòn - Trà Vinh,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,2200271882,239564421924,Bán lẻ khác trong các cửa hàng kinh doanh tổng hợp,06 Hùng Vương - Phường 6 - Thành phố Sóc Trăng - Sóc Trăng,Sóc Trăng,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Thương Mại Sài Gòn - Sóc Trăng,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,3502238957,0,Bán lẻ lương thực trong các cửa hàng chuyên doanh,Số 207 Lê Hồng Phong - Phường 8 - Thành Phố Vũng Tàu - Bà Rịa - Vũng Tàu,Vũng Tàu,Công Ty TNHH Một Thành Viên Co.Opmart Vũng Tàu 2,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,3800357413,300611604227,"Bán lẻ đồ điện gia dụng, giường, tủ, bàn, ghế và đồ nội thất tương tự, đèn và bộ đèn điện, đồ dùng gia đình khác chưa được phân vào đâu trong các cửa hàng chuyên doanh","Khu trung tâm thương mại Đồng Xoài, đường Phú Riềng Đỏ - Phường Tân Bình - Thị xã Đồng Xoài - Bình Phước",Bình Phước,Công Ty TNHH Thương Mại Dịch Vụ Sài Gòn - Bình Phước,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,3901170316,227185639607,Bán lẻ thực phẩm trong các cửa hàng chuyên doanh,Khu phố Lộc An - Thị trấn Trảng Bàng - Huyện Trảng Bàng - Tây Ninh,Tây Ninh,Công Ty TNHH Một Thành Viên Co.Opmart Trảng Bàng,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,4000451095,276071234590,Bán buôn thực phẩm,07 Phan Chu Trinh - Phường Phước Hòa - Thành phố Tam Kỳ - Quảng Nam,Quảng Nam,Công Ty TNHH một thành viên Sài Gòn Co.Op Tam Kỳ,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,4100506252,352146723359,"Bán lẻ trong siêu thị, trung tâm thương mại","Số 07, Đường Lê Duẩn - Phường Lý Thường Kiệt - Thành phố Quy Nhơn - Bình Định",Bình Định,Công Ty TNHH Một Thành Viên Sài Gòn Co.Op Bình Định,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,4201197554,131193125657,Xây dựng công trình kỹ thuật dân dụng,2038 Hùng Vương - Phường Cam Lộc - Thành phố Cam Ranh - Khánh Hòa,Khánh Hòa,Công Ty TNHH Một Thành Viên Thương Mại Và Dịch Vụ Sài Gòn - Cam Ranh,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,4201545466,343433314721,Bán lẻ thực phẩm trong các cửa hàng chuyên doanh,02 Lê Hồng Phong - Phường Phước Hải - Thành phố Nha Trang - Khánh Hòa,Khánh Hòa,Công Ty TNHH Một Thành Viên Co.Opmart Nha Trang,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,4400396829,384175418428,Tổ chức giới thiệu và xúc tiến thương mại,ô phố B8 khu dân dụng Duy Tân - Phường 4 - TP Tuy Hoà - Phú Yên,Phú Yên,Công Ty TNHH Một Thành Viên Thương Mại Dịch Vụ Sài Gòn - Phú Yên,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,4500280151,240653948617,Bán lẻ khác trong các cửa hàng kinh doanh tổng hợp,"Trung tâm Thương mại Chợ Thanh Hà, Đường Trần Phú - Phường Phủ Hà - TP. Phan Rang-Tháp Chàm - Ninh Thuận",Ninh Thuận,Công Ty Trách Nhiệm Hữu Hạn Thương Mại Và Dịch Vụ Sài Gòn - Phan Rang,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0301175691,6300072542,2397600000,Bán buôn đồ dùng gia đình,khu vực 3 - Phường Ngã Bảy - Thị Xã Ngã Bảy - Hậu Giang,Hậu Giang,Công Ty Trách Nhiệm Hữu Hạn MTV Thương Mại Dịch Vụ Sài Gòn � Hậu Giang 2,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART)
0302495126,0310655599,841635447564,,,,,Tổng Công ty Cổ phần Khoan và DV Khoan Dầu Khí
0302495126,3500102728,100313712064,,,,,Tổng Công ty Cổ phần Khoan và DV Khoan Dầu Khí
0302495126,3500765404,2622944293,Hoạt động dịch vụ hỗ trợ khai thác dầu thô và khí tự nhiên,Số 65A đường 30/4 - Phường Thắng Nhất - Thành Phố Vũng Tàu - Bà Rịa - Vũng Tàu,Vũng Tàu,Công ty TNHH Liên Doanh Dịch Vụ BJ - PV Drilling,Tổng Công ty Cổ phần Khoan và DV Khoan Dầu Khí
0302495126,3500912779,515607038328,"Bán buôn máy móc, thiết bị và phụ tùng máy",Khu công nghiệp Phú Mỹ 1 - Thị trấn Phú Mỹ - Huyện Tân Thành - Bà Rịa - Vũng Tàu,Vũng Tàu,Công ty trách nhiệm hữu hạn Cần ống khoan dầu khí Việt Nam,Tổng Công ty Cổ phần Khoan và DV Khoan Dầu Khí
0313587386,4201671132,18803221950,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải hàng không,Sân bay Nha Trang - 86 Trần Phú - Phường Lộc Thọ - Thành phố Nha Trang - Khánh Hòa,Khánh Hòa,Công Ty TNHH Mtv Dịch Vụ Kỹ Thuật Hàng Không,Công ty TNHH MTV Dịch vụ Mặt Đất Sân bay Việt Nam (VIAGS)
0305148138,3500870335,19517232749,Khai khoáng khác chưa được phân vào đâu,Số 65A đường 30/4 - Phường Thắng Nhất - Thành Phố Vũng Tàu - Bà Rịa - Vũng Tàu,Vũng Tàu,Công ty TNHH PV Drilling Expro International,Công Ty TNHH MTV Địa Vật Lý Giếng Khoan Dầu KHí
0105696842,0301472278,1828919416071,,,,,Công Ty TNHH Dịch Vụ EB
0105696842,0310304752,0,Bán lẻ theo yêu cầu đặt hàng qua bưu điện hoặc internet,"Tầng 2 Tòa nhà COPAC, số 12 Tôn Đản - phường 13 - Quận 4 - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Bán Lẻ Và Giao Nhận Recess,Công Ty TNHH Dịch Vụ EB
0105696842,0313517445,604121496745,Bán lẻ khác trong các cửa hàng kinh doanh tổng hợp,"Lô A, Khu Dân cư Cityland, Số 99, Đường Nguyễn Thị Thập - Phường Tân Phú - Quận 7 - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty Trách Nhiệm Hữu Hạn Eb Thành Phố Mới,Công Ty TNHH Dịch Vụ EB
0302286281,0201345685,,Bán buôn đồ dùng khác cho gia đình,Số 104 Lương Khánh Thiện - Phường Lương Khánh Thiện - Quận Ngô Quyền - Hải Phòng,Hải Phòng,Công Ty TNHH Một Thành Viên Đầu Tư Phát Triển Nguyễn Kim Hải Phòng,Công Ty TNHH Một Thành Viên Nguyễn Kim
0302286281,0310304752,0,Bán lẻ theo yêu cầu đặt hàng qua bưu điện hoặc internet,"Tầng 2 Tòa nhà COPAC, số 12 Tôn Đản - phường 13 - Quận 4 - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Bán Lẻ Và Giao Nhận Recess,Công Ty TNHH Một Thành Viên Nguyễn Kim
0302286281,0312928146,,,,,,Công Ty TNHH Một Thành Viên Nguyễn Kim
0302286281,0401549492,,Bán lẻ khác trong các cửa hàng kinh doanh tổng hợp,46 Điện Biên Phủ - Phường Chính Gián - Quận Thanh Khê - Đà Nẵng,Đà Nẵng,Công Ty TNHH Một Thành Viên Thương Mại Nguyễn Kim Miền Trung,Công Ty TNHH Một Thành Viên Nguyễn Kim
0302286281,1601685568,,"Bán buôn thiết bị và linh kiện điện tử, viễn thông",Số 01 Trần Hưng Đạo - Phường Mỹ Bình - Thành phố Long Xuyên - An Giang,An Giang,Công Ty TNHH Một Thành Viên Nguyễn Kim Long Xuyên,Công Ty TNHH Một Thành Viên Nguyễn Kim
0302286281,1800736601,,Bán buôn đồ dùng khác cho gia đình,số 2 đường 30/4 - Quận Ninh Kiều - Cần Thơ,Cần Thơ,Công Ty TNHH Một Thành Viên Nguyễn Kim Cần Thơ,Công Ty TNHH Một Thành Viên Nguyễn Kim
0302286281,3701994274,,Bán buôn đồ dùng khác cho gia đình,Số 1 Trần Hưng Đạo - Phường Phú Cường - Thành phố Thủ Dầu Một - Bình Dương,Bình Dương,Công Ty TNHH Một Thành Viên Nguyễn Kim Bình Dương,Công Ty TNHH Một Thành Viên Nguyễn Kim
0302286281,6001217119,,Bán buôn đồ dùng khác cho gia đình,Số 01 Nguyễn Chí Thanh - Phường Tân An - TP.Buôn Ma Thuột - Đắc Lắc,Đắc Lắc,Công Ty TNHH Một Thành Viên Nguyễn Kim Buôn Ma Thuột,Công Ty TNHH Một Thành Viên Nguyễn Kim
0303675393,0315589276,3794189602,,,,,Công Ty TNHH CJ CGV Việt Nam
0311899774,0312964680,34584625000,Hoạt động viễn thông không dây,03 Võ Văn Tần - Phường 06 - Quận 3 - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Truyền Hình Kỹ Thuật Số Miền Nam,Công Ty TNHH MTV Dịch Vụ Kỹ Thuật Truyền Thông HTV (HTV-TMS )
0311899774,3702324716,18616737253,Hoạt động viễn thông có dây,"Số 46, Đại lộ Bình Dương - Thành phố Thủ Dầu Một - Bình Dương",Bình Dương,Công Ty TNHH Truyền Hình Cáp Bình Dương Htvc,Công Ty TNHH MTV Dịch Vụ Kỹ Thuật Truyền Thông HTV (HTV-TMS )
0302999571,0316238577,3486586705,,,,,Công Ty TNHH L.C.S
0304851362,0316176017,0,,,,,Công Ty Cổ phần Dịch Vụ Dữ Liệu Công Nghệ Thông Tin Vina
1600192619,1602115183,163891110254,,,,,CÔNG TY CP TẬP ĐOÀN LỘC TRỜI
1600192619,1602131844,0,,,,,CÔNG TY CP TẬP ĐOÀN LỘC TRỜI
3502380495,0400481361,219103493418,Sản xuất khác chưa được phân vào đâu,"Đường số 3, Khu Công nghiệp Liên Chiểu - Phường Hoà Hiệp Bắc - Quận Liên Chiểu - Đà Nẵng",Đà Nẵng,Công Ty TNHH Thịnh Phú,CÔNG TY CP LEC GROUP
3502380495,3502425844,239492293118,,,,,CÔNG TY CP LEC GROUP
3500101107,0700257755,0,Xây dựng công trình kỹ thuật dân dụng khác,số 583 đường Lý Thường Kiệt - Phường Lê Hồng Phong - Thành phố Phủ Lý - Hà Nam,Hà Nam,Công Ty CP Đầu Tư Phát Triển Xây Dựng Hà Nam,TỔNG CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG
3500101107,3101052338,0,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Số 214, Đường F325, Phường Bắc Lý, Thành phố Đồng Hới, Tỉnh Quảng Bình",Quảng Bình,Công Ty TNHH Đầu Tư Xây Dựng Đông Phùng Hưng,TỔNG CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG
3500101107,3601040098,0,,,,,TỔNG CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG
3500101107,3603766262,,,,,,TỔNG CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG
3500101107,3603766287,,,,,,TỔNG CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG
2300105790,0700756345,880346719770,"Sản xuất thức ăn gia súc, gia cầm và thuỷ sản",Khu công nghiệp Hòa Mạc - Thị trấn Hòa Mạc - Huyện Duy Tiên - Hà Nam,Hà Nam,Công Ty TNHH Thức ăn Chăn Nuôi Nasaco Hà Nam,CÔNG TY CP TẬP ĐOÀN DABACO VIỆT NAM
2300105790,2300560662,1534050705959,"Sản xuất thức ăn gia súc, gia cầm và thuỷ sản",Khu công nghiệp Đại Đồng - Hoàn Sơn - Xã Hoàn Sơn - Huyện Tiên Du - Bắc Ninh,Bắc Ninh,Công Ty TNHH Nutreco,CÔNG TY CP TẬP ĐOÀN DABACO VIỆT NAM
2300105790,2300641174,14029824615,Xây dựng công trình kỹ thuật dân dụng khác,35 Đường Lý Thái Tổ - Phường Võ Cường - Thành phố Bắc Ninh - Bắc Ninh,Bắc Ninh,Công Ty TNHH Xây Dựng Hồ Điều Hòa Văn Miếu Bắc Ninh,CÔNG TY CP TẬP ĐOÀN DABACO VIỆT NAM
2300105790,2300937326,35537871735,Dịch vụ lưu trú ngắn ngày,"Thửa đất 41, tờ bản đồ 26, đường Nguyễn Đặng Đạo - Phường Suối Hoa - Thành phố Bắc Ninh - Bắc Ninh",Bắc Ninh,Công Ty TNHH Du Lịch Và Khách Sạn L' Indochina,CÔNG TY CP TẬP ĐOÀN DABACO VIỆT NAM
2300105790,2300995504,0,Sản xuất phân bón và hợp chất ni tơ,"Khu Sơn, Phường Hạp Lĩnh, Thành phố Bắc Ninh, Tỉnh Bắc Ninh",Bắc Ninh,Công Ty TNHH Phân Bón Hữu Cơ Việt Nhật,CÔNG TY CP TẬP ĐOÀN DABACO VIỆT NAM
2300105790,2301034711,0,Xây dựng công trình đường sắt và đường bộ,"Số 35 đường Lý Thái Tổ, Phường Võ Cường, Thành phố Bắc Ninh, Tỉnh Bắc Ninh",Bắc Ninh,Công Ty TNHH Xây Dựng Đường H2 Thành Phố Bắc Ninh,CÔNG TY CP TẬP ĐOÀN DABACO VIỆT NAM
2300105790,2301058342,71262135273,,,,,CÔNG TY CP TẬP ĐOÀN DABACO VIỆT NAM
2300105790,2802964919,0, 1.  Chăn nuôi lợn và sản xuât giông lợn 0145(Chính),"Khu Cống Hang, Xã Thạch Tượng, Huyện Thạch Thành, Tỉnh Thanh Hoá, Việt Nam",Tỉnh Thanh Hoá,CÔNG TY TNHH DABACO THANH HÓA,CÔNG TY CP TẬP ĐOÀN DABACO VIỆT NAM
2300105790,3801273036,," 2.  Sản xuât thức ăn gia súc, ø1a câm và thuỷ sản 1080(Chính)","Áp Suôi Đôi, Xã Tân Hưng, Huyện Đông Phú, Tỉnh Bình Phước, Việt Nam",Tỉnh Bình Phước,CÔNG TY TNHH THƯC ĂN CHĂN NUÔI DABACO BÌNH PHƯỚC,CÔNG TY CP TẬP ĐOÀN DABACO VIỆT NAM
2300105790,5400519864,0,,,,,CÔNG TY CP TẬP ĐOÀN DABACO VIỆT NAM
4100259236,4100566692,57352466970,"Khai thác đá, cát, sỏi, đất sét","Tổ 8, Khu vực 4 - Phường Trần Quang Diệu - Thành phố Quy Nhơn - Bình Định",Bình Định,Công Ty TNHH Một Thành Viên Khoáng Sản Tuấn Đạt,CÔNG TY CP PHÚ TÀI
4100259236,4101571624,142039434038,,,,,CÔNG TY CP PHÚ TÀI
4100259236,4101599556,0," 1.  Sản xuất sản phẩm từ chất khoáng phi kim loại khác chưa được| phân vào đâu Chi tiết: Sản xuất bột đá thạch anh siêu mịn và các loại bột đá khác phục vụ cho ngành công nghiệp; Sản xuất đá mài, đá đánh bóng các loại 2399(Chính)",Lô C1-5  Khu công nghiệp Long Mỹ,Tỉnh Bình Định,Công Ty TNHH Một Thành Viên Đá Thạch Anh Phú Tài Bình Định,CÔNG TY CP PHÚ TÀI
4100259236,4101605753,0," 9.  Bán buôn chuyên doanh khác chưa được phân vào đâu 4669 10.  Kinh doanh bât động sản, quyền sử dụng đât thuộc chủ sở hữu, \ chủ sử dụng hoặc đi thuê 6810(Chính) 11.  Tư vân, môi giới, đâu giá bât động sản, đâu giá quyên sử dụng đât 6820 12.  Hoạt động kiên trúc và tư vân kỹ thuật có liên quan 7110 13.  Kiêm tra và phân tích kỹ thuật 7120 14.  Cho thuê xe có động cơ 7710 15.  Bán buôn tổng hợp 4690 16.  Khai thác đá, cát, sỏi, đât sét 0810 17.  Khai khoáng khác chưa được phân vào đâu 0899 18.  Sản xuât sản phâm chịu lửa 2391 19.  Sản xuât vật liệu xây dựng từ đât sét 2392 20.  Sản xuât sản phâm gôm sứ khác 2393 1/3 Thời gian đăng từ ngày 02/11/2021 đên ngày 02/12/2021 21.  Sản xuât xI măng, vôi và thạch cao 2394 22.  Sản xuât bê tông và các sản phâm từ bê tông, x1 măng và thạch cao 2395 23.  Căt tạo dáng và hoàn thiện đá 2396 24.  Sản xuất sản phẩm từ chất khoáng phi kim loại khác chưa được| phân vào đâu 2399 25.  Đúc săt, thép 2431 26.  Đứúc kim loại màu 2432 27.  Sản xuât các câu kiện kim loại 2511 28.  Sản xuâất thùng, bề chứa và dụng cụ chứa đựng bằng kim loại 2512 29.  G1a công cơ khí; xử lý và tráng phủ kim loại 2592 30.  Sản xuât sản phâm khác băng kim loại chưa được phân vào đâu 2599 31.  Vận tải hành khách đường bộ trong nội thành, ngoại thành (trừ vận tải băng xe buýt) 4931 32.  Vận tải hàng hóa băng đường bộ 4933 33.  Kho bãi và lưu giữ hàng hóa 5210 34.  Bốc xêp hàng hóa 5224 35.  Hoạt động dịch vụ hỗ trợ khác liên quan đên vận tải 5229 36.  Nhà hàng và các dịch vụ ăn uống phục vụ lưu động 5610 37.  Cung cấp dịch vụ ăn uống theo hợp đồng không thường xuyên với khách hàng 5621 38.  Dịch vụ ăn uông khác 5629 39.  Dịch vụ phục vụ đô uống 5630 40.  Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác không kèm người điều khiên 7730 41.  Sản xuât khác chưa được phân vào đâu 3290 42.  Sản xuât điện 3511 43.  Khai thác, xử lý và cung câp nước 3600 44.  Thoát nước và xử lý nước thải 3700 45.  Xây dựng nhà đề ở 4101 46.  Xây dựng nhà không đề ở 4102 47.  Xây dựng công trình đường bộ 4212 48.  Xây dựng công trình điện 4221 49.  Xây dựng công trình câp, thoát nước 4222 50.  Xây dựng công trình thủy 4291 51.  Xây dựng công trình kỹ thuật dân dụng khác 4299 52.  Phá dỡ 4311 53.  Chuân bị mặt băng 4312 54.  Lăp đặt hệ thông điện 4321 2/3 Thời gian đăng từ ngày 02/11/2021 đên ngày 02/12/2021","03 đường Lê Lai, Phường Ngô Mây, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",Tỉnh Bình Định,CÔNG TY TNHH ĐẦU TƯ KHU ĐÔ THỊ LONG VÂN 4,CÔNG TY CP PHÚ TÀI
4100259236,4200741669,48557008030,"Khai thác đá, cát, sỏi, đất sét","thôn Tân Dân, Xã Vạn Thắng, Huyện Vạn Ninh, Tỉnh Khánh Hòa",Khánh Hòa,Công Ty TNHH Thương Mại Và Sản Xuất Sơn Phát,CÔNG TY CP PHÚ TÀI
